chr	start	end	length	abs_summit	pileup	-log10(pvalue)	fold_enrichment	-log10(qvalue)	name
chr8	35586034	35586298	265	35586096	13.00	9.20985	5.67905	6.75553	macs2Out_peak_79255
chr8	35614201	35614326	126	35614254	6.00	7.03765	5.19028	4.67190	macs2Out_peak_79260
chr8	35666029	35666139	111	35666062	6.00	6.06595	4.70304	3.75556	macs2Out_peak_79267
chr8	35684604	35684733	130	35684673	8.00	9.09835	6.33000	6.64796	macs2Out_peak_79269
chr8	35692493	35692603	111	35692543	7.00	8.40048	5.93174	5.97408	macs2Out_peak_79270
chr8	35738507	35738664	158	35738587	7.00	8.40048	5.93174	5.97408	macs2Out_peak_79275
chr8	35741350	35741460	111	35741391	6.00	7.03765	5.19028	4.67190	macs2Out_peak_79276
chr8	36019131	36019248	118	36019173	10.00	8.30557	5.69240	5.89165	macs2Out_peak_79281
chr8	36096700	36096810	111	36096743	8.00	6.74707	5.00222	4.40626	macs2Out_peak_79285
chr8	36130690	36130850	161	36130790	10.00	7.17062	4.97760	4.79998	macs2Out_peak_79290
chr8	36152815	36152925	111	36152843	5.00	5.32850	4.25321	3.07225	macs2Out_peak_79292
chr8	36172449	36172559	111	36172503	7.00	7.20952	5.33511	4.83718	macs2Out_peak_79296
chr8	36173529	36173639	111	36173590	6.00	6.19900	4.77425	3.88251	macs2Out_peak_79297
chr8	36182689	36182799	111	36182734	7.00	6.93068	5.18168	4.58191	macs2Out_peak_79298
chr8	36193566	36193701	136	36193603	7.00	8.13649	5.80804	5.72880	macs2Out_peak_79300
chr8	36993508	36993745	238	36993639	8.00	8.90650	6.23269	6.46291	macs2Out_peak_79309
chr8	39034343	39034453	111	39034393	7.00	8.40048	5.93174	5.97408	macs2Out_peak_79317
chr8	39045406	39045526	121	39045473	6.00	6.89441	5.12333	4.54714	macs2Out_peak_79318
chr8	39193513	39193623	111	39193542	7.00	8.40048	5.93174	5.97408	macs2Out_peak_79320
chr8	39635747	39635861	115	39635801	7.00	6.67507	5.03683	4.33775	macs2Out_peak_79327
chr8	39736948	39737069	122	39736960	5.00	5.73218	4.44881	3.43616	macs2Out_peak_79333
chr8	39775358	39775534	177	39775463	6.00	7.03765	5.19028	4.67190	macs2Out_peak_79334
chr8	40580457	40580567	111	40580507	12.00	8.84070	5.65537	6.39939	macs2Out_peak_79340
chr8	40595547	40595657	111	40595599	18.00	7.48125	3.88946	5.09874	macs2Out_peak_79343
chr8	40608458	40608568	111	40608532	6.00	4.50251	3.77420	2.28899	macs2Out_peak_79346
chr8	40861765	40861875	111	40861825	6.00	6.98376	5.16529	4.63255	macs2Out_peak_79349
chr8	40927800	40927933	134	40927878	8.00	9.74411	6.64109	7.27173	macs2Out_peak_79352
chr8	40963111	40963254	144	40963208	13.00	7.56774	4.68713	5.18218	macs2Out_peak_79354
chr8	40973217	40973327	111	40973255	6.00	6.64247	5.00143	4.30662	macs2Out_peak_79356
chr8	40997293	40997414	122	40997354	10.00	9.37856	6.34884	6.91900	macs2Out_peak_79360
chr8	41010872	41010982	111	41010925	9.00	8.86948	6.16675	6.42720	macs2Out_peak_79362
chr8	41099495	41099623	129	41099556	8.00	8.63679	6.09220	6.20227	macs2Out_peak_79376
chr8	41128744	41128869	126	41128809	9.00	7.47528	5.32793	5.09285	macs2Out_peak_79378
chr8	41134215	41134325	111	41134282	12.00	7.45368	4.79811	5.07222	macs2Out_peak_79379
chr8	41197851	41197961	111	41197920	7.00	8.40048	5.93174	5.97408	macs2Out_peak_79382
chr8	41245255	41245405	151	41245296	6.00	7.03765	5.19028	4.67190	macs2Out_peak_79384
chr8	41319124	41319358	235	41319194	9.00	7.90414	5.59253	5.50549	macs2Out_peak_79388
chr8	41332904	41333014	111	41333000	7.00	8.40048	5.93174	5.97408	macs2Out_peak_79389
chr8	41374237	41374348	112	41374277	15.00	7.69463	4.42038	5.30374	macs2Out_peak_79392
chr8	41562861	41562971	111	41562927	7.00	8.40048	5.93174	5.97408	macs2Out_peak_79395
chr8	41600373	41600483	111	41600411	5.00	5.73218	4.44881	3.43616	macs2Out_peak_79396
chr8	42457959	42458142	184	42458054	6.00	7.03765	5.19028	4.67190	macs2Out_peak_79398
chr8	43268286	43268406	121	43268356	7.00	8.40048	5.93174	5.97408	macs2Out_peak_79399
chr8	45344372	45344575	204	45344469	9.00	9.50404	6.52401	7.04023	macs2Out_peak_79405
chr8	45395312	45395422	111	45395359	6.00	7.03765	5.19028	4.67190	macs2Out_peak_79408
chr8	45452771	45452945	175	45452865	8.00	9.30103	6.43041	6.84382	macs2Out_peak_79413
chr8	45454480	45454590	111	45454548	6.00	6.64247	5.00143	4.30662	macs2Out_peak_79414
chr8	45880570	45880680	111	45880623	6.00	6.41172	4.88520	4.08601	macs2Out_peak_79417
chr8	45990671	45990870	200	45990761	11.00	8.30288	5.51319	5.88929	macs2Out_peak_79422
chr8	45999806	45999916	111	45999834	8.00	5.95229	4.50225	3.64663	macs2Out_peak_79426
chr8	46079019	46079137	119	46079037	8.00	7.79394	5.62711	5.39919	macs2Out_peak_79430
chr8	46109590	46109730	141	46109663	8.00	9.51580	6.53405	7.05112	macs2Out_peak_79431
chr8	46130353	46130619	267	46130553	7.00	8.13649	5.80804	5.72880	macs2Out_peak_79432
chr8	46136424	46136556	133	46136489	10.00	8.57679	5.86073	6.14476	macs2Out_peak_79433
chr8	46210893	46211177	285	46211087	7.00	7.59743	5.54017	5.21007	macs2Out_peak_79439
chr8	46311329	46311439	111	46311360	6.00	7.03765	5.19028	4.67190	macs2Out_peak_79440
chr8	46458492	46458602	111	46458543	7.00	8.40048	5.93174	5.97408	macs2Out_peak_79444
chr8	46470255	46470416	162	46470327	13.00	9.25162	5.70474	6.79629	macs2Out_peak_79445
chr8	46501146	46501259	114	46501201	14.00	6.54809	3.95028	4.21716	macs2Out_peak_79451
chr8	46639869	46640030	162	46639943	12.00	9.65148	6.16114	7.18254	macs2Out_peak_79463
chr8	46672643	46672777	135	46672716	9.00	9.68015	6.61989	7.20994	macs2Out_peak_79464
chr8	46704446	46704583	138	46704514	8.00	9.09835	6.33000	6.64796	macs2Out_peak_79467
chr8	46828430	46828613	184	46828533	8.00	6.55295	4.88175	4.22163	macs2Out_peak_79485
chr8	46828795	46828977	183	46828903	10.00	9.17940	6.22912	6.72647	macs2Out_peak_79486
chr8	46834531	46834652	122	46834604	11.00	7.56498	5.04965	5.17950	macs2Out_peak_79487
chr8	46835725	46835847	123	46835795	13.00	9.50985	5.86387	7.04584	macs2Out_peak_79488
chr8	46850715	46850828	114	46850762	21.00	8.58676	4.01951	6.15422	macs2Out_peak_79494
chr8	46876120	46876259	140	46876186	10.00	9.24474	6.26852	6.78968	macs2Out_peak_79498
chr8	46896779	46896901	123	46896848	21.00	9.53457	4.43307	7.06927	macs2Out_peak_79505
chr8	46907425	46907535	111	46907450	7.00	6.73700	5.07228	4.39681	macs2Out_peak_79506
chr8	46910293	46910529	237	46910382	9.00	7.42500	5.29661	5.04465	macs2Out_peak_79507
chr8	46932009	46932119	111	46932070	24.00	8.37965	3.62629	5.96311	macs2Out_peak_79512
chr8	46946351	46946474	124	46946394	7.00	6.49654	4.93340	4.16704	macs2Out_peak_79515
chr8	47183227	47183487	261	47183333	7.00	8.13649	5.80804	5.72880	macs2Out_peak_79518
chr8	47367723	47367837	115	47367770	7.00	8.40048	5.93174	5.97408	macs2Out_peak_79525
chr8	47656561	47656672	112	47656614	6.00	7.03765	5.19028	4.67190	macs2Out_peak_79530
chr8	47670349	47670468	120	47670427	15.00	8.53378	4.88475	6.10306	macs2Out_peak_79531
chr8	47675600	47675738	139	47675666	15.00	7.47499	4.30165	5.09281	macs2Out_peak_79533
chr8	47680462	47680572	111	47680519	9.00	7.09116	5.08725	4.72326	macs2Out_peak_79534
chr8	47714198	47714317	120	47714265	12.00	6.66130	4.32023	4.32473	macs2Out_peak_79539
chr8	47861514	47861624	111	47861567	7.00	8.40048	5.93174	5.97408	macs2Out_peak_79541
chr8	47872416	47872562	147	47872464	7.00	8.40048	5.93174	5.97408	macs2Out_peak_79543
chr8	48126885	48127009	125	48126956	7.00	8.40048	5.93174	5.97408	macs2Out_peak_79554
chr8	53638931	53639098	168	53639021	6.00	6.89441	5.12333	4.54714	macs2Out_peak_79561
chr8	53639580	53639747	168	53639644	8.00	9.62816	6.58713	7.15988	macs2Out_peak_79562
chr8	53707243	53707353	111	53707294	7.00	8.40048	5.93174	5.97408	macs2Out_peak_79564
chr8	54231529	54231639	111	54231579	6.00	7.03765	5.19028	4.67190	macs2Out_peak_79568
chr8	56095333	56095456	124	56095380	7.00	8.40048	5.93174	5.97408	macs2Out_peak_79580
chr8	57351881	57351991	111	57351945	7.00	8.40048	5.93174	5.97408	macs2Out_peak_79589
chr8	57487805	57488054	250	57487949	11.00	7.06925	4.73971	4.70174	macs2Out_peak_79595
chr8	57503768	57503887	120	57503821	11.00	8.62799	5.71728	6.19421	macs2Out_peak_79596
chr8	57557789	57557928	140	57557827	7.00	7.35895	5.41528	4.98086	macs2Out_peak_79603
chr8	57589404	57589563	160	57589497	12.00	5.03528	3.38401	2.79441	macs2Out_peak_79607
chr8	57612895	57613005	111	57612948	7.00	7.85550	5.67094	5.45858	macs2Out_peak_79611
chr8	57651598	57651722	125	57651679	10.00	5.63732	4.01065	3.36504	macs2Out_peak_79613
chr8	57789848	57789990	143	57789899	7.00	7.28333	5.37490	4.90823	macs2Out_peak_79617
chr8	57800521	57800646	126	57800577	15.00	7.87240	4.51735	5.47462	macs2Out_peak_79620
chr8	58606040	58606150	111	58606050	5.00	5.73218	4.44881	3.43616	macs2Out_peak_79623
chr8	59833423	59833539	117	59833464	7.00	8.40048	5.93174	5.97408	macs2Out_peak_79624
chr8	60503700	60503810	111	60503773	7.00	8.40048	5.93174	5.97408	macs2Out_peak_79626
chr8	60890405	60890562	158	60890457	13.00	9.68971	5.97499	7.21931	macs2Out_peak_79637
chr8	60920229	60920400	172	60920329	8.00	9.74411	6.64109	7.27173	macs2Out_peak_79639
chr8	60931376	60931527	152	60931441	7.00	8.40048	5.93174	5.97408	macs2Out_peak_79641
chr8	60965419	60965535	117	60965455	14.00	8.54633	5.07855	6.11536	macs2Out_peak_79644
chr8	60972075	60972208	134	60972150	15.00	8.99427	5.14635	6.54793	macs2Out_peak_79646
chr8	61223817	61223938	122	61223853	9.00	8.19951	5.77167	5.78951	macs2Out_peak_79654
chr8	61286949	61287059	111	61286979	5.00	5.73218	4.44881	3.43616	macs2Out_peak_79656
chr8	61448975	61449085	111	61449041	7.00	8.40048	5.93174	5.97408	macs2Out_peak_79657
chr8	61517910	61518020	111	61517945	8.00	7.28846	5.33112	4.91298	macs2Out_peak_79661
chr8	61522655	61522786	132	61522724	7.00	6.93068	5.18168	4.58191	macs2Out_peak_79662
chr8	61578533	61578643	111	61578640	7.00	4.24642	3.51417	2.08153	macs2Out_peak_79667
chr8	61612662	61612792	131	61612738	8.00	9.00114	6.28097	6.55431	macs2Out_peak_79672
chr8	61621509	61621662	154	61621595	9.00	9.59111	6.57160	7.12416	macs2Out_peak_79674
chr8	61875379	61875489	111	61875446	5.00	4.54961	3.83117	2.33317	macs2Out_peak_79676
chr8	61909535	61909645	111	61909582	6.00	5.59158	4.43824	3.32166	macs2Out_peak_79679
chr8	64597206	64597330	125	64597272	7.00	6.99806	5.21921	4.64614	macs2Out_peak_79686
chr8	64601347	64601457	111	64601386	6.00	5.81818	4.56681	3.51825	macs2Out_peak_79688
chr8	64650303	64650413	111	64650313	6.00	7.03765	5.19028	4.67190	macs2Out_peak_79693
chr8	64717085	64717198	114	64717113	8.00	9.30103	6.43041	6.84382	macs2Out_peak_79694
chr8	64731937	64732100	164	64732011	9.00	8.65592	6.04266	6.22075	macs2Out_peak_79698
chr8	64785818	64785962	145	64785881	9.00	9.09551	6.29604	6.64565	macs2Out_peak_79699
chr8	64788816	64788994	179	64788850	8.00	7.40800	5.40216	5.02843	macs2Out_peak_79700
chr8	64962404	64962536	133	64962464	7.00	8.40048	5.93174	5.97408	macs2Out_peak_79711
chr8	66221837	66221956	120	66221897	7.00	8.40048	5.93174	5.97408	macs2Out_peak_79714
chr8	66323133	66323243	111	66323167	7.00	8.40048	5.93174	5.97408	macs2Out_peak_79715
chr8	66353223	66353333	111	66353267	5.00	5.39579	4.28694	3.13579	macs2Out_peak_79719
chr8	66356250	66356360	111	66356302	7.00	8.23594	5.85523	5.82403	macs2Out_peak_79720
chr8	66379176	66379393	218	66379339	8.00	9.51580	6.53405	7.05112	macs2Out_peak_79721
chr8	66400164	66400286	123	66400244	5.00	5.53653	4.35603	3.26928	macs2Out_peak_79726
chr8	66413127	66413320	194	66413214	8.00	8.63679	6.09220	6.20227	macs2Out_peak_79728
chr8	66456798	66457005	208	66456827	7.00	7.94643	5.71592	5.54579	macs2Out_peak_79732
chr8	67481334	67481444	111	67481386	7.00	8.40048	5.93174	5.97408	macs2Out_peak_79737
chr8	67708983	67709178	196	67708995	5.00	5.19952	4.18731	2.94983	macs2Out_peak_79741
chr8	67950841	67950964	124	67950891	11.00	9.30413	6.13936	6.84672	macs2Out_peak_79745
chr8	67996950	67997060	111	67996990	7.00	7.20952	5.33511	4.83718	macs2Out_peak_79749
chr8	68062485	68062595	111	68062533	7.00	8.40048	5.93174	5.97408	macs2Out_peak_79751
chr8	68112865	68112979	115	68112914	6.00	5.87800	4.60012	3.57522	macs2Out_peak_79753
chr8	68114332	68114456	125	68114390	8.00	8.30640	5.91444	5.89205	macs2Out_peak_79754
chr8	68121449	68121583	135	68121499	7.00	6.86475	5.14469	4.51906	macs2Out_peak_79756
chr8	68175223	68175333	111	68175269	7.00	8.33858	5.90319	5.92296	macs2Out_peak_79758
chr8	68184031	68184147	117	68184096	8.00	6.11280	4.60452	3.80050	macs2Out_peak_79760
chr8	68203428	68203548	121	68203495	11.00	8.21430	5.45752	5.80388	macs2Out_peak_79762
chr8	68212192	68212444	253	68212246	10.00	6.23156	4.38317	3.91379	macs2Out_peak_79764
chr8	68349368	68349521	154	68349412	11.00	9.24830	6.10470	6.79307	macs2Out_peak_79770
chr8	68392356	68392477	122	68392395	10.00	8.10089	5.56455	5.69445	macs2Out_peak_79774
chr8	68553493	68553603	111	68553562	5.00	5.73218	4.44881	3.43616	macs2Out_peak_79777
chr8	68952896	68953017	122	68952926	15.00	7.84661	4.50324	5.45067	macs2Out_peak_79796
chr8	69089939	69090067	129	69090002	17.00	7.89660	4.22198	5.49831	macs2Out_peak_79819
chr8	69171225	69171406	182	69171321	5.00	5.73218	4.44881	3.43616	macs2Out_peak_79826
chr8	69206549	69206659	111	69206583	10.00	6.94092	4.83198	4.59168	macs2Out_peak_79828
chr8	69328789	69328908	120	69328829	6.00	7.03765	5.19028	4.67190	macs2Out_peak_79831
chr8	69554876	69554986	111	69554916	7.00	7.59743	5.54017	5.21007	macs2Out_peak_79835
chr8	69575303	69575413	111	69575379	6.00	5.87800	4.60012	3.57522	macs2Out_peak_79836
chr8	69577593	69577756	164	69577663	7.00	7.20952	5.33511	4.83718	macs2Out_peak_79837
chr8	69654577	69654708	132	69654630	10.00	9.05169	6.15178	6.60321	macs2Out_peak_79841
chr8	69749548	69749697	150	69749620	9.00	8.07857	5.69866	5.67275	macs2Out_peak_79845
chr8	69792757	69792867	111	69792812	10.00	7.58648	5.24084	5.20020	macs2Out_peak_79849
chr8	69888414	69888524	111	69888469	6.00	6.56337	4.96208	4.23078	macs2Out_peak_79855
chr8	69919088	69919404	317	69919176	12.00	7.96568	5.11227	5.56414	macs2Out_peak_79859
chr8	69974599	69974730	132	69974649	8.00	6.36968	4.76695	4.04589	macs2Out_peak_79870
chr8	69978376	69978491	116	69978411	9.00	7.68353	5.45703	5.29291	macs2Out_peak_79871
chr8	69983440	69983550	111	69983478	10.00	7.76596	5.35410	5.37284	macs2Out_peak_79872
chr8	69996205	69996334	130	69996300	16.00	8.70179	4.79968	6.26549	macs2Out_peak_79878
chr8	70117695	70117805	111	70117760	6.00	7.03765	5.19028	4.67190	macs2Out_peak_79887
chr8	70150037	70150147	111	70150089	6.00	6.33894	4.84765	4.01614	macs2Out_peak_79892
chr8	70212459	70212794	336	70212593	10.00	9.05169	6.15178	6.60321	macs2Out_peak_79895
chr8	70212915	70213025	111	70212944	8.00	6.74707	5.00222	4.40626	macs2Out_peak_79896
chr8	70302730	70302845	116	70302792	11.00	7.03603	4.71902	4.67190	macs2Out_peak_79903
chr8	70439313	70439473	161	70439383	5.00	5.19952	4.18731	2.94983	macs2Out_peak_79912
chr8	70538129	70538274	146	70538210	15.00	7.79544	4.47527	5.40063	macs2Out_peak_79920
chr8	70549875	70549996	122	70549913	15.00	8.22006	4.70921	5.80953	macs2Out_peak_79925
chr8	70565547	70565692	146	70565634	15.00	9.71354	5.56348	7.24257	macs2Out_peak_79931
chr8	70585374	70585501	128	70585452	7.00	7.76711	5.62667	5.37337	macs2Out_peak_79933
chr8	70594091	70594231	141	70594182	8.00	8.30640	5.91444	5.89205	macs2Out_peak_79934
chr8	70635589	70635699	111	70635650	16.00	5.29755	3.09970	3.04310	macs2Out_peak_79946
chr8	70644038	70644172	135	70644116	14.00	8.17043	4.85940	5.76128	macs2Out_peak_79947
chr8	70653358	70653646	289	70653435	12.00	9.25258	5.91232	6.79708	macs2Out_peak_79950
chr8	70718363	70718473	111	70718420	14.00	8.20070	4.87694	5.79065	macs2Out_peak_79959
chr8	70726206	70726368	163	70726263	8.00	9.00114	6.28097	6.55431	macs2Out_peak_79961
chr8	70730197	70730384	188	70730291	8.00	8.15214	5.82939	5.74328	macs2Out_peak_79962
chr8	70731109	70731232	124	70731193	8.00	8.15214	5.82939	5.74328	macs2Out_peak_79963
chr8	70752408	70752557	150	70752483	10.00	7.17062	4.97760	4.79998	macs2Out_peak_79964
chr8	70841135	70841253	119	70841157	11.00	5.96895	4.06284	3.66246	macs2Out_peak_79981
chr8	70859180	70859300	121	70859254	7.00	7.28333	5.37490	4.90823	macs2Out_peak_79983
chr8	70873777	70873895	119	70873797	10.00	8.10089	5.56455	5.69445	macs2Out_peak_79987
chr8	70911924	70912034	111	70911951	9.00	7.47528	5.32793	5.09285	macs2Out_peak_79992
chr8	70964943	70965053	111	70965017	7.00	8.40048	5.93174	5.97408	macs2Out_peak_79994
chr8	71088615	71088732	118	71088691	7.00	8.23594	5.85523	5.82403	macs2Out_peak_79996
chr8	71130722	71130857	136	71130780	7.00	7.43644	5.45628	5.05544	macs2Out_peak_79997
chr8	71142408	71142534	127	71142482	7.00	7.28333	5.37490	4.90823	macs2Out_peak_79998
chr8	71176207	71176317	111	71176267	7.00	8.40048	5.93174	5.97408	macs2Out_peak_79999
chr8	71289079	71289189	111	71289089	17.00	5.71914	3.19790	3.43616	macs2Out_peak_80005
chr8	71294070	71294192	123	71294107	21.00	6.75432	3.27552	4.41336	macs2Out_peak_80008
chr8	71309525	71309675	151	71309616	15.00	7.77005	4.46142	5.37625	macs2Out_peak_80011
chr8	71404350	71404472	123	71404395	9.00	7.79221	5.52395	5.39787	macs2Out_peak_80022
chr8	71405890	71406026	137	71405999	8.00	6.46003	4.82367	4.13235	macs2Out_peak_80023
chr8	71486024	71486220	197	71486112	10.00	7.49970	5.18599	5.11669	macs2Out_peak_80031
chr8	71487735	71487870	136	71487801	12.00	9.75664	6.22665	7.28390	macs2Out_peak_80032
chr8	71511817	71511927	111	71511858	5.00	5.73218	4.44881	3.43616	macs2Out_peak_80035
chr8	71537398	71537566	169	71537507	7.00	5.92021	4.58795	3.61599	macs2Out_peak_80038
chr8	71542673	71542995	323	71542925	8.00	5.91340	4.47739	3.60962	macs2Out_peak_80039
chr8	71543123	71543233	111	71543191	8.00	6.11280	4.60452	3.80050	macs2Out_peak_80040
chr8	71577756	71577876	121	71577814	12.00	8.03862	5.15730	5.63498	macs2Out_peak_80043
chr8	71578007	71578276	270	71578103	13.00	9.04622	5.57858	6.59803	macs2Out_peak_80044
chr8	71591983	71592142	160	71592045	11.00	7.60277	5.07335	5.21517	macs2Out_peak_80046
chr8	71627805	71627930	126	71627847	22.00	6.61490	3.14384	4.28048	macs2Out_peak_80052
chr8	71637561	71637671	111	71637592	6.00	5.93919	4.63392	3.63396	macs2Out_peak_80055
chr8	71728035	71728145	111	71728079	11.00	8.87597	5.87257	6.43343	macs2Out_peak_80061
chr8	71940452	71940562	111	71940525	7.00	7.13741	5.29591	4.76744	macs2Out_peak_80075
chr8	71950901	71951031	131	71950987	6.00	6.80785	5.08204	4.46415	macs2Out_peak_80077
chr8	71960529	71960655	127	71960620	7.00	7.85550	5.67094	5.45858	macs2Out_peak_80078
chr8	71987008	71987118	111	71987065	9.00	8.07857	5.69866	5.67275	macs2Out_peak_80081
chr8	72000677	72000787	111	72000736	6.00	5.53786	4.40723	3.27008	macs2Out_peak_80084
chr8	72057847	72057958	112	72057853	6.00	7.03765	5.19028	4.67190	macs2Out_peak_80089
chr8	72160743	72160854	112	72160786	14.00	8.41786	5.00334	5.99091	macs2Out_peak_80095
chr8	72189527	72189637	111	72189590	7.00	8.40048	5.93174	5.97408	macs2Out_peak_80102
chr8	72331200	72331321	122	72331257	7.00	8.04004	5.76161	5.63574	macs2Out_peak_80117
chr8	72410066	72410193	128	72410108	8.00	9.74411	6.64109	7.27173	macs2Out_peak_80125
chr8	72443442	72443576	135	72443494	7.00	6.80021	5.10823	4.45735	macs2Out_peak_80128
chr8	72474549	72474673	125	72474604	10.00	7.21026	5.00273	4.83778	macs2Out_peak_80130
chr8	72475576	72475708	133	72475673	9.00	6.27940	4.57101	3.95924	macs2Out_peak_80132
chr8	72570696	72570806	111	72570725	9.00	7.00115	5.03043	4.64902	macs2Out_peak_80144
chr8	72655418	72655528	111	72655504	6.00	7.03765	5.19028	4.67190	macs2Out_peak_80148
chr8	72723181	72723384	204	72723253	9.00	9.25384	6.38529	6.79800	macs2Out_peak_80151
chr8	72780279	72780409	131	72780351	7.00	8.40048	5.93174	5.97408	macs2Out_peak_80153
chr8	73123123	73123233	111	73123203	7.00	8.40048	5.93174	5.97408	macs2Out_peak_80161
chr8	73202940	73203054	115	73203010	7.00	8.40048	5.93174	5.97408	macs2Out_peak_80162
chr8	73214554	73214666	113	73214626	6.00	7.03765	5.19028	4.67190	macs2Out_peak_80163
chr8	73216005	73216115	111	73216044	7.00	8.40048	5.93174	5.97408	macs2Out_peak_80164
chr8	73244845	73244956	112	73244895	11.00	9.19316	6.07042	6.73984	macs2Out_peak_80167
chr8	73354393	73354535	143	73354448	8.00	5.44728	4.17750	3.18505	macs2Out_peak_80175
chr8	73361153	73361263	111	73361215	6.00	7.03765	5.19028	4.67190	macs2Out_peak_80176
chr8	73823429	73823539	111	73823492	7.00	8.40048	5.93174	5.97408	macs2Out_peak_80178
chr8	74978052	74978162	111	74978092	6.00	6.80785	5.08204	4.46415	macs2Out_peak_80180
chr8	75022901	75023011	111	75022936	7.00	8.40048	5.93174	5.97408	macs2Out_peak_80184
chr8	75033524	75033681	158	75033591	9.00	6.24334	4.54794	3.92509	macs2Out_peak_80185
chr8	75082058	75082184	127	75082117	21.00	8.32440	3.90854	5.90963	macs2Out_peak_80194
chr8	77240573	77240683	111	77240620	7.00	8.40048	5.93174	5.97408	macs2Out_peak_80207
chr8	77397382	77397536	155	77397465	4.00	4.21497	3.57245	2.05168	macs2Out_peak_80210
chr8	77436391	77436501	111	77436448	12.00	8.42212	5.39486	5.99506	macs2Out_peak_80215
chr8	77444568	77444691	124	77444616	19.00	7.45720	3.76088	5.07554	macs2Out_peak_80217
chr8	77496412	77496536	125	77496476	15.00	8.44632	4.83559	6.01879	macs2Out_peak_80227
chr8	77504472	77504612	141	77504542	12.00	6.68815	4.33622	4.35050	macs2Out_peak_80230
chr8	77630265	77630375	111	77630342	7.00	8.40048	5.93174	5.97408	macs2Out_peak_80241
chr8	78103305	78103415	111	78103363	7.00	8.40048	5.93174	5.97408	macs2Out_peak_80243
chr8	78509833	78509965	133	78509902	14.00	9.66940	5.74823	7.19972	macs2Out_peak_80248
chr8	78510254	78510387	134	78510308	11.00	6.77966	4.55979	4.43818	macs2Out_peak_80249
chr8	78684470	78684580	111	78684538	7.00	8.40048	5.93174	5.97408	macs2Out_peak_80255
chr8	78735215	78735325	111	78735280	5.00	5.73218	4.44881	3.43616	macs2Out_peak_80257
chr8	78810506	78810616	111	78810547	7.00	8.40048	5.93174	5.97408	macs2Out_peak_80258
chr8	78821104	78821236	133	78821181	8.00	5.72580	4.35709	3.43616	macs2Out_peak_80260
chr8	79085891	79086059	169	79085967	7.00	8.40048	5.93174	5.97408	macs2Out_peak_80266
chr8	79134994	79135104	111	79135064	5.00	5.73218	4.44881	3.43616	macs2Out_peak_80268
chr8	79149494	79149604	111	79149583	6.00	6.13165	4.73837	3.81811	macs2Out_peak_80270
chr8	79273894	79274018	125	79273967	9.00	7.04587	5.05868	4.67976	macs2Out_peak_80279
chr8	79288503	79288655	153	79288566	7.00	7.85550	5.67094	5.45858	macs2Out_peak_80281
chr8	79384761	79384871	111	79384827	6.00	6.48649	4.92334	4.15748	macs2Out_peak_80290
chr8	79641633	79641768	136	79641675	15.00	9.05879	5.18336	6.61021	macs2Out_peak_80305
chr8	79680569	79680757	189	79680615	12.00	6.01855	3.94214	3.71000	macs2Out_peak_80309
chr8	79711614	79712085	472	79711863	8.00	6.50616	4.85254	4.17613	macs2Out_peak_80310
chr8	79723451	79723561	111	79723543	7.00	8.40048	5.93174	5.97408	macs2Out_peak_80312
chr8	80204594	80204718	125	80204661	7.00	8.40048	5.93174	5.97408	macs2Out_peak_80319
chr8	80314951	80315074	124	80314992	11.00	5.94382	4.04763	3.63850	macs2Out_peak_80325
chr8	80362621	80362747	127	80362684	9.00	7.57794	5.39171	5.19198	macs2Out_peak_80331
chr8	80492978	80493104	127	80493021	5.00	5.68629	4.42739	3.41113	macs2Out_peak_80336
chr8	80706583	80706693	111	80706618	8.00	9.74411	6.64109	7.27173	macs2Out_peak_80338
chr8	80739275	80739539	265	80739372	8.00	5.51460	4.22099	3.24895	macs2Out_peak_80339
chr8	80794222	80794332	111	80794242	5.00	5.39579	4.28694	3.13579	macs2Out_peak_80344
chr8	80943019	80943129	111	80943058	8.00	6.64858	4.94125	4.31239	macs2Out_peak_80353
chr8	80978127	80978239	113	80978202	8.00	8.22842	5.87161	5.81733	macs2Out_peak_80361
chr8	81099046	81099206	161	81099131	6.00	7.03765	5.19028	4.67190	macs2Out_peak_80366
chr8	81224058	81224168	111	81224106	6.00	7.03765	5.19028	4.67190	macs2Out_peak_80367
chr8	81767483	81767656	174	81767549	8.00	8.22842	5.87161	5.81733	macs2Out_peak_80373
chr8	81787879	81787989	111	81787928	6.00	7.03765	5.19028	4.67190	macs2Out_peak_80375
chr8	82343733	82343843	111	82343785	7.00	8.40048	5.93174	5.97408	macs2Out_peak_80376
chr8	82366835	82367048	214	82366942	9.00	5.74356	4.22779	3.44690	macs2Out_peak_80379
chr8	82402481	82402599	119	82402494	11.00	6.17621	4.18877	3.86090	macs2Out_peak_80386
chr8	82430043	82430168	126	82430098	8.00	9.00114	6.28097	6.55431	macs2Out_peak_80390
chr8	82462924	82463053	130	82462986	13.00	9.68971	5.97499	7.21931	macs2Out_peak_80392
chr8	82863224	82863348	125	82863310	11.00	5.70134	3.90155	3.42538	macs2Out_peak_80398
chr8	82917059	82917257	199	82917160	18.00	8.32348	4.28904	5.90903	macs2Out_peak_80404
chr8	82931782	82931892	111	82931848	5.00	4.74608	3.94296	2.52009	macs2Out_peak_80406
chr8	82934698	82934808	111	82934770	7.00	6.61439	5.00188	4.27997	macs2Out_peak_80407
chr8	82983306	82983416	111	82983350	9.00	8.86948	6.16675	6.42720	macs2Out_peak_80412
