PeakID	chr	start	end	strand	NormalizedTagCount	focusratio	findPeaksScore	FoldChangevsLocal	p-valuevsLocal	ClonalFoldChange
chr17-1756	chr17	44983386	44983554	+	9.80	0.762	12.000000	13.66	6.26e-12	1.16
chr17-1576	chr17	48718435	48718603	+	9.80	0.773	13.000000	13.22	9.59e-12	0.97
chr17-1448	chr17	64464348	64464516	+	9.80	0.833	14.000000	16.39	5.39e-13	0.89
chr17-1452	chr17	68165481	68165649	+	9.80	0.708	14.000000	14.90	1.88e-12	0.83
chr18-370	chr18	12492015	12492183	+	9.80	0.727	12.000000	13.89	5.02e-12	1.06
chr18-412	chr18	21656304	21656472	+	9.80	0.824	11.000000	20.48	2.81e-14	1.16
chr18-310	chr18	43684152	43684320	+	9.80	0.842	14.000000	18.21	1.34e-13	0.89
chr18-376	chr18	43779581	43779749	+	9.80	0.750	12.000000	22.76	6.89e-15	1.06
chr18-383	chr18	57721026	57721194	+	9.80	0.815	12.000000	14.90	1.88e-12	1.06
chr18-280	chr18	68115961	68116129	+	9.80	0.850	15.000000	23.41	4.72e-15	0.89
chr18-314	chr18	76960651	76960819	+	9.80	0.824	14.000000	32.77	5.04e-17	0.89
chr19-2275	chr19	2599058	2599226	+	9.80	0.824	12.000000	17.81	1.80e-13	0.97
chr19-1843	chr19	2749260	2749428	+	9.80	0.714	14.000000	13.01	1.18e-11	0.83
chr19-1695	chr19	8418891	8419059	+	9.80	0.833	15.000000	14.63	2.38e-12	0.83
chr19-1883	chr19	9731882	9732050	+	9.80	0.571	14.000000	13.01	1.18e-11	0.89
chr19-2087	chr19	10056184	10056352	+	9.80	0.762	13.000000	16.39	5.39e-13	0.89
chr19-1706	chr19	12595508	12595676	+	9.80	0.762	15.000000	15.46	1.16e-12	0.83
chr19-2107	chr19	13409434	13409602	+	9.80	0.789	13.000000	13.01	1.18e-11	0.97
chr19-1722	chr19	14897214	14897382	+	9.80	0.909	15.000000	13.01	1.18e-11	0.89
chr19-1932	chr19	37957963	37958131	+	9.80	0.727	14.000000	13.66	6.26e-12	0.83
chr19-2147	chr19	38085556	38085724	+	9.80	0.739	13.000000	14.13	3.75e-12	1.06
chr19-2158	chr19	40283716	40283884	+	9.80	0.789	13.000000	22.76	6.89e-15	0.97
chr19-2159	chr19	40561869	40562037	+	9.80	0.792	13.000000	14.13	3.75e-12	0.97
chr19-2167	chr19	42954517	42954685	+	9.80	0.824	13.000000	17.81	1.80e-13	0.89
chr19-2169	chr19	45057044	45057212	+	9.80	0.636	13.000000	13.01	1.18e-11	0.97
chr19-2201	chr19	52407978	52408146	+	9.80	0.762	13.000000	16.39	5.39e-13	0.89
chr19-2485	chr19	54020627	54020795	+	9.80	0.941	12.000000	15.46	1.16e-12	0.97
chr20-684	chr20	10015649	10015817	+	9.80	0.636	12.000000	22.76	6.89e-15	0.97
chr20-507	chr20	20033158	20033326	+	9.80	0.708	15.000000	15.17	1.48e-12	0.89
chr20-626	chr20	31886974	31887142	+	9.80	0.933	13.000000	17.07	3.15e-13	0.89
chr20-706	chr20	32978753	32978921	+	9.80	0.875	12.000000	14.13	3.75e-12	0.97
chr20-709	chr20	33814964	33815132	+	9.80	0.824	12.000000	19.51	5.38e-14	0.97
chr20-521	chr20	40298653	40298821	+	9.80	0.727	15.000000	13.89	5.02e-12	0.89
chr20-579	chr20	45197369	45197537	+	9.80	0.882	14.000000	13.01	1.18e-11	0.89
chr20-586	chr20	51833701	51833869	+	9.80	0.913	14.000000	14.37	2.99e-12	0.89
chr20-649	chr20	52660783	52660951	+	9.80	0.842	13.000000	15.76	9.02e-13	0.97
chr20-591	chr20	56293637	56293805	+	9.80	0.727	14.000000	13.01	1.18e-11	0.83
chr21-468	chr21	9696053	9696221	+	9.80	0.933	11.000000	68.28	2.17e-21	1.06
chr21-401	chr21	20806017	20806185	+	9.80	0.900	12.000000	19.51	5.38e-14	1.06
chr22-1099	chr22	27152737	27152905	+	9.80	0.739	16.000000	17.43	2.39e-13	0.83
chr22-1478	chr22	29949729	29949897	+	9.80	0.895	14.000000	13.89	5.02e-12	0.89
chr22-3059	chr22	36123597	36123765	+	9.80	0.875	9.000000	16.07	6.99e-13	1.29
chr22-2207	chr22	38539545	38539713	+	9.80	0.833	11.000000	13.89	5.02e-12	1.06
chr22-1493	chr22	40451640	40451808	+	9.80	0.789	14.000000	13.01	1.18e-11	0.89
chr22-1929	chr22	41601107	41601275	+	9.80	0.609	12.000000	16.72	4.13e-13	1.06
chr22-1711	chr22	46576353	46576521	+	9.80	0.938	13.000000	19.98	3.91e-14	0.89
chr22-1715	chr22	51038635	51038803	+	9.80	0.778	13.000000	14.37	2.99e-12	0.97
chrX-578	chrX	2609320	2609488	+	9.80	0.773	11.000000	14.37	2.99e-12	1.06
chrX-660	chrX	15184069	15184237	+	9.80	0.938	10.000000	24.83	2.14e-15	1.16
chrX-462	chrX	23717851	23718019	+	9.80	0.889	13.000000	17.81	1.80e-13	0.89
chrX-464	chrX	31865989	31866157	+	9.80	0.882	13.000000	29.26	2.34e-16	0.89
chrX-419	chrX	40403716	40403884	+	9.80	0.800	14.000000	14.63	2.38e-12	0.89
chrX-750	chrX	40793060	40793228	+	9.80	0.714	9.000000	15.76	9.02e-13	1.29
chrX-525	chrX	41782600	41782768	+	9.80	0.607	12.000000	13.22	9.59e-12	0.97
chrX-369	chrX	46771682	46771850	+	9.80	0.640	15.000000	15.76	9.02e-13	0.89
chrX-424	chrX	47655838	47656006	+	9.80	0.895	14.000000	28.25	3.76e-16	0.89
chrX-536	chrX	48979930	48980098	+	9.80	0.680	12.000000	13.43	7.76e-12	0.97
chrX-430	chrX	57021971	57022139	+	9.80	0.762	14.000000	17.81	1.80e-13	0.89
chrX-546	chrX	67906150	67906318	+	9.80	0.682	12.000000	14.37	2.99e-12	0.97
chrX-610	chrX	79767978	79768146	+	9.80	0.875	11.000000	27.31	5.94e-16	1.16
chrX-375	chrX	100306828	100306996	+	9.80	0.826	15.000000	16.39	5.39e-13	0.89
chrX-561	chrX	119619726	119619894	+	9.80	0.800	12.000000	17.07	3.15e-13	1.06
chrX-437	chrX	123483043	123483211	+	9.80	0.778	14.000000	14.90	1.88e-12	0.83
chrX-495	chrX	133392299	133392467	+	9.80	0.938	13.000000	25.60	1.42e-15	0.97
chrX-440	chrX	134975623	134975791	+	9.80	0.739	14.000000	22.14	9.94e-15	0.97
chrX-393	chrX	136134636	136134804	+	9.80	0.773	15.000000	19.98	3.91e-14	0.83
chr1-3200	chr1	5779278	5779446	+	9.10	0.882	12.000000	13.59	3.48e-11	0.89
chr1-5487	chr1	25606343	25606511	+	9.10	0.867	9.000000	63.40	1.48e-19	1.19
chr1-3016	chr1	85773908	85774076	+	9.10	0.941	13.000000	18.56	7.80e-13	0.89
chr1-3383	chr1	86927364	86927532	+	9.10	0.867	12.000000	19.51	4.22e-13	0.89
chr1-3942	chr1	115722113	115722281	+	9.10	0.812	11.000000	14.35	1.79e-11	0.97
chr1-3451	chr1	154714444	154714612	+	9.10	0.750	12.000000	13.12	5.30e-11	0.89
chr1-3995	chr1	155995796	155995964	+	9.10	0.778	11.000000	14.35	1.79e-11	1.07
chr1-6018	chr1	162583486	162583654	+	9.10	0.933	9.000000	13.83	2.80e-11	1.19
chr1-4068	chr1	207886979	207887147	+	9.10	0.684	11.000000	15.53	6.91e-12	0.97
chr1-3515	chr1	214176653	214176821	+	9.10	0.889	12.000000	16.54	3.20e-12	0.97
chr2-1574	chr2	9453698	9453866	+	9.10	0.938	12.000000	13.35	4.30e-11	0.97
chr2-1591	chr2	14856524	14856692	+	9.10	0.875	12.000000	15.53	6.91e-12	0.89
chr2-1593	chr2	17775141	17775309	+	9.10	0.765	12.000000	14.09	2.24e-11	0.89
chr2-1594	chr2	17899031	17899199	+	9.10	0.867	12.000000	14.35	1.79e-11	0.89
chr2-1602	chr2	26045163	26045331	+	9.10	0.812	12.000000	13.35	4.30e-11	0.89
chr2-1461	chr2	38591455	38591623	+	9.10	0.882	13.000000	17.29	1.86e-12	0.89
chr2-1463	chr2	44314344	44314512	+	9.10	0.800	13.000000	13.83	2.80e-11	0.82
chr2-1838	chr2	69116694	69116862	+	9.10	0.700	11.000000	17.69	1.40e-12	1.07
chr2-1356	chr2	90449697	90449865	+	9.10	0.583	14.000000	21.13	1.57e-13	0.89
chr2-1646	chr2	91670062	91670230	+	9.10	0.600	12.000000	21.74	1.11e-13	0.89
chr2-1490	chr2	91670472	91670640	+	9.10	0.722	13.000000	21.74	1.11e-13	0.82
chr2-1888	chr2	108972386	108972554	+	9.10	0.765	11.000000	14.09	2.24e-11	0.97
chr2-1910	chr2	128222429	128222597	+	9.10	0.812	11.000000	13.12	5.30e-11	0.97
chr2-1707	chr2	182521406	182521574	+	9.10	0.765	12.000000	18.11	1.05e-12	0.89
chr2-1712	chr2	196478758	196478926	+	9.10	0.867	12.000000	25.36	1.62e-14	0.97
chr2-1714	chr2	197104464	197104632	+	9.10	0.842	12.000000	16.54	3.20e-12	0.97
chr2-1715	chr2	197791442	197791610	+	9.10	0.765	12.000000	15.85	5.37e-12	0.97
chr2-2288	chr2	232347613	232347781	+	9.10	0.737	10.000000	15.53	6.91e-12	1.19
chr2-1743	chr2	238480766	238480934	+	9.10	0.842	12.000000	16.91	2.44e-12	0.89
chr2-1744	chr2	238653708	238653876	+	9.10	0.609	12.000000	16.19	4.16e-12	0.89
chr3-1723	chr3	32200420	32200588	+	9.10	0.875	10.000000	13.83	2.80e-11	1.07
chr3-1738	chr3	41747481	41747649	+	9.10	0.933	10.000000	18.56	7.80e-13	1.07
chr3-1337	chr3	49398834	49399002	+	9.10	0.609	12.000000	13.59	3.48e-11	0.89
chr3-1074	chr3	51753220	51753388	+	9.10	0.762	14.000000	13.83	2.80e-11	0.82
chr3-1086	chr3	111697904	111698072	+	9.10	0.739	14.000000	15.53	6.91e-12	0.89
chr3-1376	chr3	120626894	120627062	+	9.10	0.765	12.000000	19.51	4.22e-13	0.89
chr3-1226	chr3	124774996	124775164	+	9.10	0.696	13.000000	14.09	2.24e-11	0.89
chr3-1228	chr3	126108218	126108386	+	9.10	0.667	13.000000	13.35	4.30e-11	0.89
chr3-1236	chr3	133524594	133524762	+	9.10	0.630	13.000000	13.59	3.48e-11	0.89
chr3-1585	chr3	135300737	135300905	+	9.10	0.824	11.000000	19.51	4.22e-13	0.97
chr3-1404	chr3	157583271	157583439	+	9.10	0.778	12.000000	19.51	4.22e-13	0.97
chr3-1423	chr3	185977379	185977547	+	9.10	0.800	12.000000	14.09	2.24e-11	0.97
chr4-927	chr4	7083678	7083846	+	9.10	0.933	11.000000	20.02	3.06e-13	1.07
chr4-815	chr4	13655852	13656020	+	9.10	0.789	12.000000	16.19	4.16e-12	0.97
chr4-1099	chr4	41387121	41387289	+	9.10	0.875	10.000000	18.11	1.05e-12	1.07
chr4-831	chr4	72897752	72897920	+	9.10	0.900	12.000000	22.38	7.71e-14	0.89
chr4-672	chr4	90757312	90757480	+	9.10	0.938	14.000000	13.83	2.80e-11	0.82
chr4-747	chr4	100591620	100591788	+	9.10	0.929	13.000000	17.29	1.86e-12	0.82
chr4-857	chr4	140258858	140259026	+	9.10	0.875	12.000000	14.35	1.79e-11	0.89
chr4-987	chr4	152681976	152682144	+	9.10	0.875	11.000000	12.90	7.01e-11	1.07
chr4-864	chr4	154694616	154694784	+	9.10	0.765	12.000000	15.85	5.37e-12	0.97
chr4-867	chr4	173065179	173065347	+	9.10	0.833	12.000000	14.35	1.79e-11	0.89
chr4-1172	chr4	185189625	185189793	+	9.10	0.875	10.000000	13.35	4.30e-11	1.07
chr4-773	chr4	186495083	186495251	+	9.10	0.778	13.000000	16.19	4.16e-12	0.89
chr4-998	chr4	187680642	187680810	+	9.10	0.824	11.000000	12.90	7.01e-11	1.07
chr5-1078	chr5	2208226	2208394	+	9.10	0.824	12.000000	13.12	5.30e-11	0.89
chr5-1096	chr5	56679096	56679264	+	9.10	0.833	12.000000	14.35	1.79e-11	0.97
chr5-1410	chr5	72784664	72784832	+	9.10	0.750	10.000000	13.12	5.30e-11	1.07
chr5-1422	chr5	85866222	85866390	+	9.10	0.750	10.000000	14.63	1.42e-11	1.07
chr5-1428	chr5	89900820	89900988	+	9.10	0.929	10.000000	13.59	3.48e-11	1.07
chr5-1105	chr5	90036195	90036363	+	9.10	0.941	12.000000	13.35	4.30e-11	0.89
chr5-1015	chr5	102898196	102898364	+	9.10	0.692	13.000000	13.12	5.30e-11	0.89
chr5-1238	chr5	130709015	130709183	+	9.10	0.833	11.000000	14.63	1.42e-11	0.97
chr5-1150	chr5	167868738	167868906	+	9.10	0.933	12.000000	21.13	1.57e-13	0.89
chr6-1658	chr6	27014697	27014865	+	9.10	0.812	12.000000	13.12	5.30e-11	0.89
chr6-2013	chr6	49509043	49509211	+	9.10	0.824	11.000000	13.83	2.80e-11	0.97
chr6-2018	chr6	56376086	56376254	+	9.10	0.833	11.000000	16.19	4.16e-12	1.07
chr6-1583	chr6	83716056	83716224	+	9.10	0.867	13.000000	23.05	5.32e-14	0.89
chr6-1585	chr6	85751174	85751342	+	9.10	0.609	13.000000	22.38	7.71e-14	0.89
chr6-1757	chr6	89087991	89088159	+	9.10	0.765	12.000000	13.35	4.30e-11	0.97
chr6-1762	chr6	107268352	107268520	+	9.10	0.800	12.000000	12.90	7.01e-11	0.97
chr6-2388	chr6	111286958	111287126	+	9.10	0.778	10.000000	15.53	6.91e-12	1.19
chr6-2054	chr6	134537443	134537611	+	9.10	0.875	11.000000	12.90	7.01e-11	0.97
chr6-2067	chr6	143247816	143247984	+	9.10	0.652	11.000000	13.83	2.80e-11	1.07
chr7-2183	chr7	30509736	30509904	+	9.10	0.667	10.000000	12.90	7.01e-11	1.07
chr7-1611	chr7	31232771	31232939	+	9.10	0.714	12.000000	19.02	5.76e-13	0.89
chr7-1612	chr7	32767584	32767752	+	9.10	0.700	12.000000	17.29	1.86e-12	0.89
chr7-1437	chr7	35577141	35577309	+	9.10	0.812	13.000000	15.85	5.37e-12	0.82
chr7-1438	chr7	38948467	38948635	+	9.10	0.560	13.000000	12.90	7.01e-11	0.82
chr7-1445	chr7	47514944	47515112	+	9.10	0.706	13.000000	14.35	1.79e-11	0.82
chr7-1863	chr7	53879353	53879521	+	9.10	0.682	11.000000	15.22	8.83e-12	0.97
chr7-1626	chr7	56160676	56160844	+	9.10	0.933	12.000000	17.29	1.86e-12	0.89
chr7-1448	chr7	64023021	64023189	+	9.10	0.737	13.000000	14.35	1.79e-11	0.82
chr7-2224	chr7	64247895	64248063	+	9.10	0.812	10.000000	14.35	1.79e-11	1.07
chr7-1633	chr7	64954291	64954459	+	9.10	0.765	12.000000	24.54	2.44e-14	0.89
chr7-1872	chr7	65925927	65926095	+	9.10	0.762	11.000000	17.29	1.86e-12	1.19
chr7-1634	chr7	66460270	66460438	+	9.10	0.762	12.000000	13.59	3.48e-11	1.07
chr7-1645	chr7	75115519	75115687	+	9.10	0.812	12.000000	54.34	1.06e-18	0.89
chr7-1892	chr7	89783672	89783840	+	9.10	0.857	11.000000	63.40	1.48e-19	0.97
chr7-2445	chr7	130471267	130471435	+	9.10	0.882	10.000000	15.53	6.91e-12	1.07
chr7-1513	chr7	148381521	148381689	+	9.10	0.833	13.000000	19.51	4.22e-13	0.82
chr8-753	chr8	2263141	2263309	+	9.10	0.722	14.000000	17.29	1.86e-12	0.82
chr8-845	chr8	17987759	17987927	+	9.10	0.812	13.000000	16.19	4.16e-12	0.89
chr8-1531	chr8	54405140	54405308	+	9.10	0.938	9.000000	16.91	2.44e-12	1.19
chr8-1112	chr8	57069909	57070077	+	9.10	0.762	11.000000	13.83	2.80e-11	0.97
chr8-887	chr8	99853122	99853290	+	9.10	0.938	13.000000	14.92	1.12e-11	0.89
chr8-1008	chr8	102960273	102960441	+	9.10	0.882	12.000000	14.09	2.24e-11	0.89
chr8-1599	chr8	103409291	103409459	+	9.10	0.700	9.000000	13.12	5.30e-11	1.33
chr8-1015	chr8	124149920	124150088	+	9.10	0.882	12.000000	15.22	8.83e-12	0.97
chr8-1343	chr8	134215316	134215484	+	9.10	0.700	10.000000	13.12	5.30e-11	1.19
chr9-1445	chr9	5437765	5437933	+	9.10	0.667	12.000000	21.13	1.57e-13	0.89
chr9-1614	chr9	5849979	5850147	+	9.10	0.684	11.000000	15.22	8.83e-12	0.97
chr9-1059	chr9	15552783	15552951	+	9.10	0.850	15.000000	15.53	6.91e-12	0.82
chr9-1287	chr9	26892733	26892901	+	9.10	0.667	13.000000	14.63	1.42e-11	0.89
chr9-1289	chr9	33473725	33473893	+	9.10	0.778	13.000000	14.92	1.12e-11	0.82
chr9-1460	chr9	90906905	90907073	+	9.10	0.895	12.000000	26.23	1.06e-14	0.97
chr9-1474	chr9	99930617	99930785	+	9.10	0.929	12.000000	69.16	4.86e-20	0.89
chr9-1317	chr9	99983831	99983999	+	9.10	0.684	13.000000	30.43	1.65e-15	0.89
chr9-1325	chr9	108444153	108444321	+	9.10	0.812	13.000000	13.83	2.80e-11	0.82
chr9-1326	chr9	108520339	108520507	+	9.10	0.714	13.000000	23.05	5.32e-14	0.89
chr9-1934	chr9	110470403	110470571	+	9.10	0.812	10.000000	13.35	4.30e-11	1.07
chr9-1200	chr9	111919118	111919286	+	9.10	0.824	14.000000	17.29	1.86e-12	0.82
chr9-1683	chr9	126727200	126727368	+	9.10	0.824	11.000000	21.74	1.11e-13	0.97
chr10-969	chr10	7929491	7929659	+	9.10	0.833	13.000000	13.83	2.80e-11	0.89
chr10-1429	chr10	29785460	29785628	+	9.10	0.867	10.000000	24.54	2.44e-14	1.07
chr10-1089	chr10	30971430	30971598	+	9.10	0.882	12.000000	21.13	1.57e-13	0.97
chr10-1244	chr10	38292599	38292767	+	9.10	0.867	11.000000	34.58	3.30e-16	0.97
chr10-1558	chr10	79291217	79291385	+	9.10	0.778	10.000000	14.92	1.12e-11	1.07
chr10-1337	chr10	85677327	85677495	+	9.10	0.812	11.000000	13.12	5.30e-11	1.07
chr10-1348	chr10	102027212	102027380	+	9.10	0.800	11.000000	17.29	1.86e-12	0.97
chr10-1032	chr10	102810149	102810317	+	9.10	0.737	13.000000	18.56	7.80e-13	0.82
chr10-1033	chr10	102998575	102998743	+	9.10	0.800	13.000000	13.35	4.30e-11	0.89
chr10-859	chr10	115439407	115439575	+	9.10	0.720	15.000000	16.91	2.44e-12	0.82
chr10-1189	chr10	121651984	121652152	+	9.10	0.619	12.000000	15.85	5.37e-12	0.97
chr10-1382	chr10	133976933	133977101	+	9.10	0.867	11.000000	14.63	1.42e-11	0.97
chr11-1444	chr11	674606	674774	+	9.10	0.722	12.000000	17.69	1.40e-12	0.89
chr11-1466	chr11	5181536	5181704	+	9.10	0.933	12.000000	18.11	1.05e-12	0.97
chr11-1364	chr11	60737937	60738105	+	9.10	0.947	13.000000	13.59	3.48e-11	0.89
chr11-2534	chr11	66935683	66935851	+	9.10	0.929	9.000000	14.35	1.79e-11	1.19
chr11-1408	chr11	72205005	72205173	+	9.10	0.867	13.000000	18.11	1.05e-12	0.82
chr11-1288	chr11	82544149	82544317	+	9.10	0.833	14.000000	16.91	2.44e-12	0.89
chr11-2151	chr11	102255568	102255736	+	9.10	0.824	10.000000	13.12	5.30e-11	1.07
chr11-1588	chr11	114151573	114151741	+	9.10	0.684	12.000000	14.35	1.79e-11	0.97
chr11-1854	chr11	125773064	125773232	+	9.10	0.933	11.000000	14.35	1.79e-11	1.07
chr12-1198	chr12	825796	825964	+	9.10	0.682	12.000000	17.69	1.40e-12	0.97
chr12-883	chr12	2144179	2144347	+	9.10	0.750	15.000000	15.53	6.91e-12	0.82
chr12-969	chr12	3982429	3982597	+	9.10	0.875	14.000000	15.22	8.83e-12	0.82
chr12-1772	chr12	13431211	13431379	+	9.10	0.684	9.000000	16.54	3.20e-12	1.33
chr12-1085	chr12	14518817	14518985	+	9.10	0.619	13.000000	17.29	1.86e-12	0.89
chr12-894	chr12	28005767	28005935	+	9.10	0.840	15.000000	15.53	6.91e-12	0.82
chr12-1093	chr12	30548245	30548413	+	9.10	0.824	13.000000	12.90	7.01e-11	0.82
chr12-1412	chr12	64961526	64961694	+	9.10	0.812	11.000000	19.02	5.76e-13	1.07
chr12-1266	chr12	67314104	67314272	+	9.10	0.842	12.000000	16.19	4.16e-12	0.97
chr12-1137	chr12	68114498	68114666	+	9.10	0.875	13.000000	16.91	2.44e-12	0.89
chr12-1269	chr12	75784795	75784963	+	9.10	0.722	12.000000	26.23	1.06e-14	0.89
chr12-1276	chr12	95494119	95494287	+	9.10	0.714	12.000000	14.63	1.42e-11	0.97
chr12-1144	chr12	98850789	98850957	+	9.10	0.700	13.000000	17.29	1.86e-12	0.89
chr12-1430	chr12	100831197	100831365	+	9.10	0.737	11.000000	13.12	5.30e-11	0.97
chr12-1449	chr12	112179327	112179495	+	9.10	0.765	11.000000	13.12	5.30e-11	0.97
chr12-1322	chr12	129417740	129417908	+	9.10	0.929	12.000000	18.56	7.80e-13	0.89
chr12-1323	chr12	132166796	132166964	+	9.10	0.722	12.000000	13.83	2.80e-11	0.89
chr13-217	chr13	20139109	20139277	+	9.10	0.583	15.000000	20.02	3.06e-13	0.82
chr13-312	chr13	36871992	36872160	+	9.10	0.667	12.000000	14.35	1.79e-11	0.89
chr13-366	chr13	49306183	49306351	+	9.10	0.857	11.000000	28.18	4.34e-15	0.97
chr13-320	chr13	50171469	50171637	+	9.10	0.938	12.000000	20.56	2.20e-13	0.97
chr13-284	chr13	52419352	52419520	+	9.10	0.789	13.000000	16.54	3.20e-12	0.97
chr13-253	chr13	73356115	73356283	+	9.10	0.773	14.000000	15.22	8.83e-12	0.82
chr13-681	chr13	111471942	111472110	+	9.10	0.737	9.000000	16.91	2.44e-12	1.19
chr14-699	chr14	24395889	24396057	+	9.10	0.875	10.000000	15.85	5.37e-12	1.19
chr14-471	chr14	45366937	45367105	+	9.10	0.900	13.000000	15.85	5.37e-12	0.89
chr14-478	chr14	65768903	65769071	+	9.10	0.778	13.000000	21.13	1.57e-13	0.89
chr14-722	chr14	72947190	72947358	+	9.10	0.619	10.000000	21.74	1.11e-13	1.07
chr14-632	chr14	73066354	73066522	+	9.10	0.929	11.000000	17.69	1.40e-12	0.97
chr14-379	chr14	75201928	75202096	+	9.10	0.789	15.000000	17.69	1.40e-12	0.82
chr14-734	chr14	78471702	78471870	+	9.10	0.765	10.000000	21.74	1.11e-13	1.07
chr14-431	chr14	81636755	81636923	+	9.10	0.714	14.000000	14.92	1.12e-11	0.82
chr14-493	chr14	89029134	89029302	+	9.10	0.727	13.000000	14.92	1.12e-11	0.82
chr14-870	chr14	95846959	95847127	+	9.10	0.800	9.000000	23.05	5.32e-14	1.19
chr14-443	chr14	102530003	102530171	+	9.10	0.750	14.000000	15.85	5.37e-12	0.82
chr14-512	chr14	104367493	104367661	+	9.10	0.824	13.000000	16.54	3.20e-12	0.89
chr15-690	chr15	37513661	37513829	+	9.10	0.824	13.000000	16.54	3.20e-12	0.82
chr15-722	chr15	68943461	68943629	+	9.10	0.739	13.000000	14.92	1.12e-11	0.89
chr15-895	chr15	76005091	76005259	+	9.10	0.700	11.000000	27.17	6.85e-15	0.97
chr15-1020	chr15	82386278	82386446	+	9.10	0.765	10.000000	14.09	2.24e-11	1.07
chr15-805	chr15	86383888	86384056	+	9.10	0.722	12.000000	16.91	2.44e-12	0.97
chr15-907	chr15	89148969	89149137	+	9.10	0.875	11.000000	13.35	4.30e-11	0.97
chr15-1029	chr15	89581632	89581800	+	9.10	0.867	10.000000	14.35	1.79e-11	1.07
chr15-816	chr15	92687172	92687340	+	9.10	0.833	12.000000	19.51	4.22e-13	0.97
chr15-683	chr15	101389878	101390046	+	9.10	0.789	14.000000	17.69	1.40e-12	0.89
chr16-1481	chr16	3481879	3482047	+	9.10	0.789	12.000000	16.91	2.44e-12	0.97
chr16-1503	chr16	21548108	21548276	+	9.10	0.929	12.000000	108.69	1.46e-22	0.89
chr16-1735	chr16	27709792	27709960	+	9.10	0.812	11.000000	17.29	1.86e-12	0.97
chr16-1212	chr16	57860739	57860907	+	9.10	0.889	14.000000	14.35	1.79e-11	0.82
chr16-1558	chr16	79027310	79027478	+	9.10	0.842	12.000000	16.91	2.44e-12	0.89
chr17-1522	chr17	21414878	21415046	+	9.10	0.591	13.000000	16.54	3.20e-12	0.82
chr17-1699	chr17	21454403	21454571	+	9.10	0.867	12.000000	36.23	1.83e-16	0.89
chr17-1972	chr17	38935766	38935934	+	9.10	0.737	11.000000	15.22	8.83e-12	1.07
chr17-1774	chr17	54669903	54670071	+	9.10	0.789	12.000000	13.83	2.80e-11	0.97
chr17-1584	chr17	61538193	61538361	+	9.10	0.750	13.000000	15.22	8.83e-12	0.89
chr17-1790	chr17	70536670	70536838	+	9.10	0.727	12.000000	14.63	1.42e-11	0.97
chr17-1590	chr17	70973926	70974094	+	9.10	0.875	13.000000	15.85	5.37e-12	0.89
chr17-1808	chr17	74454630	74454798	+	9.10	0.636	12.000000	13.12	5.30e-11	0.89
chr18-480	chr18	34481267	34481435	+	9.10	0.944	10.000000	12.90	7.01e-11	1.07
chr18-417	chr18	43341570	43341738	+	9.10	0.778	11.000000	28.18	4.34e-15	0.97
chr18-375	chr18	43547163	43547331	+	9.10	0.577	12.000000	15.22	8.83e-12	0.89
chr18-576	chr18	44126278	44126446	+	9.10	0.867	9.000000	29.26	2.70e-15	1.19
chr18-337	chr18	44291515	44291683	+	9.10	0.737	13.000000	16.91	2.44e-12	0.89
chr18-346	chr18	57183643	57183811	+	9.10	0.882	13.000000	18.56	7.80e-13	0.89
chr18-503	chr18	74695283	74695451	+	9.10	0.765	10.000000	14.35	1.79e-11	1.07
chr18-435	chr18	77019332	77019500	+	9.10	0.867	11.000000	14.63	1.42e-11	0.97
chr19-2277	chr19	2702482	2702650	+	9.10	0.727	12.000000	14.63	1.42e-11	0.97
chr19-3092	chr19	9120882	9121050	+	9.10	0.812	10.000000	21.13	1.57e-13	1.19
chr19-1884	chr19	9785503	9785671	+	9.10	0.640	14.000000	13.59	3.48e-11	0.82
chr19-2350	chr19	12228331	12228499	+	9.10	0.842	12.000000	16.54	3.20e-12	0.97
chr19-2120	chr19	17994605	17994773	+	9.10	0.625	13.000000	15.53	6.91e-12	0.89
chr19-2394	chr19	22034428	22034596	+	9.10	0.600	12.000000	18.11	1.05e-12	0.97
chr19-2397	chr19	29176812	29176980	+	9.10	0.824	12.000000	19.02	5.76e-13	0.89
chr19-3206	chr19	30137008	30137176	+	9.10	0.867	10.000000	14.63	1.42e-11	1.07
chr19-2740	chr19	30479324	30479492	+	9.10	0.933	11.000000	15.85	5.37e-12	0.97
chr19-2741	chr19	32912924	32913092	+	9.10	0.789	11.000000	13.83	2.80e-11	1.19
chr19-3218	chr19	34175193	34175361	+	9.10	0.812	10.000000	13.35	4.30e-11	1.07
chr19-2746	chr19	34732461	34732629	+	9.10	0.778	11.000000	14.63	1.42e-11	0.97
chr19-3849	chr19	35168436	35168604	+	9.10	0.812	9.000000	19.02	5.76e-13	1.19
chr19-2762	chr19	36909681	36909849	+	9.10	0.654	11.000000	12.90	7.01e-11	1.07
chr19-1956	chr19	46135856	46136024	+	9.10	0.773	14.000000	13.83	2.80e-11	0.89
chr19-2204	chr19	53898832	53899000	+	9.10	0.938	13.000000	14.63	1.42e-11	0.97
chr19-2205	chr19	53935141	53935309	+	9.10	0.810	13.000000	18.56	7.80e-13	0.89
chr19-2220	chr19	56577977	56578145	+	9.10	0.696	13.000000	13.83	2.80e-11	0.97
chr19-2502	chr19	57742394	57742562	+	9.10	0.842	12.000000	15.53	6.91e-12	0.89
chr19-1996	chr19	57901237	57901405	+	9.10	0.500	14.000000	13.35	4.30e-11	0.82
