PeakID	chr	start	end	strand	NormalizedTagCount	focusratio	findPeaksScore	FoldChangevsLocal	p-valuevsLocal	ClonalFoldChange
chr2-2109	chr2	69105462	69105630	+	7.00	0.625	10.000000	10.09	9.35e-08	0.88
chr2-2112	chr2	70072263	70072431	+	7.00	0.833	10.000000	11.04	4.13e-08	0.88
chr2-1840	chr2	70166840	70167008	+	7.00	0.769	11.000000	6.97	2.79e-06	0.88
chr2-2482	chr2	71345349	71345517	+	7.00	0.909	9.000000	7.50	1.46e-06	0.98
chr2-2123	chr2	71833462	71833630	+	7.00	0.846	10.000000	7.80	1.03e-06	0.88
chr2-2126	chr2	72364622	72364790	+	7.00	0.722	10.000000	5.52	2.04e-05	0.98
chr2-2127	chr2	73306750	73306918	+	7.00	0.846	10.000000	6.43	5.59e-06	0.88
chr2-1849	chr2	73383768	73383936	+	7.00	0.867	11.000000	11.94	2.02e-08	0.88
chr2-2485	chr2	73487832	73488000	+	7.00	0.667	9.000000	7.05	2.52e-06	1.10
chr2-2128	chr2	73518404	73518572	+	7.00	0.769	10.000000	6.97	2.79e-06	0.88
chr2-2486	chr2	74148288	74148456	+	7.00	0.625	9.000000	8.48	4.92e-07	0.98
chr2-2132	chr2	74682119	74682287	+	7.00	0.714	10.000000	5.00	4.63e-05	0.88
chr2-2492	chr2	80381432	80381600	+	7.00	0.786	9.000000	9.14	2.51e-07	1.10
chr2-2134	chr2	80530685	80530853	+	7.00	0.769	10.000000	5.37	2.58e-05	0.98
chr2-2135	chr2	80549543	80549711	+	7.00	0.647	10.000000	9.44	1.88e-07	0.88
chr2-2493	chr2	80574131	80574299	+	7.00	0.923	9.000000	14.63	3.10e-09	0.98
chr2-2494	chr2	81708312	81708480	+	7.00	0.800	9.000000	13.61	6.06e-09	0.98
chr2-2495	chr2	84686610	84686778	+	7.00	0.714	9.000000	6.65	4.18e-06	0.98
chr2-2502	chr2	85751792	85751960	+	7.00	0.833	9.000000	8.02	8.13e-07	0.98
chr2-2503	chr2	85804878	85805046	+	7.00	0.737	9.000000	6.03	9.65e-06	1.10
chr2-1861	chr2	85906435	85906603	+	7.00	0.750	11.000000	9.14	2.51e-07	0.98
chr2-1865	chr2	88554374	88554542	+	7.00	0.824	11.000000	6.23	7.38e-06	0.88
chr2-2141	chr2	88972821	88972989	+	7.00	0.769	10.000000	11.70	2.43e-08	0.98
chr2-2142	chr2	89159092	89159260	+	7.00	0.917	10.000000	14.27	3.89e-09	0.98
chr2-2513	chr2	91806850	91807018	+	7.00	0.706	9.000000	5.27	3.00e-05	1.10
chr2-2518	chr2	95770257	95770425	+	7.00	0.929	9.000000	14.27	3.89e-09	1.10
chr2-2152	chr2	96766098	96766266	+	7.00	0.917	10.000000	7.50	1.46e-06	0.88
chr2-1871	chr2	97405407	97405575	+	7.00	0.632	11.000000	7.80	1.03e-06	0.88
chr2-2165	chr2	97595331	97595499	+	7.00	0.765	10.000000	5.09	4.02e-05	0.98
chr2-2534	chr2	98349192	98349360	+	7.00	0.562	9.000000	6.03	9.65e-06	0.98
chr2-2536	chr2	99082255	99082423	+	7.00	0.769	9.000000	6.43	5.59e-06	0.98
chr2-2169	chr2	101624038	101624206	+	7.00	0.688	10.000000	4.80	6.53e-05	0.98
chr2-1881	chr2	101889609	101889777	+	7.00	0.733	11.000000	9.29	2.17e-07	0.88
chr2-2171	chr2	102760117	102760285	+	7.00	0.812	10.000000	4.96	4.97e-05	0.88
chr2-2172	chr2	103457673	103457841	+	7.00	0.812	10.000000	13.30	7.50e-09	0.98
chr2-1883	chr2	105735630	105735798	+	7.00	0.647	11.000000	12.72	1.13e-08	0.88
chr2-2175	chr2	106034724	106034892	+	7.00	0.769	10.000000	11.94	2.02e-08	0.88
chr2-2179	chr2	106403438	106403606	+	7.00	0.550	10.000000	6.36	6.14e-06	0.98
chr2-2544	chr2	106412114	106412282	+	7.00	0.846	9.000000	6.73	3.79e-06	0.98
chr2-2545	chr2	106497689	106497857	+	7.00	0.611	9.000000	7.23	2.03e-06	1.10
chr2-1887	chr2	106886251	106886419	+	7.00	0.778	11.000000	12.19	1.67e-08	0.88
chr2-1889	chr2	109204573	109204741	+	7.00	0.611	11.000000	5.57	1.89e-05	0.88
chr2-2549	chr2	109253837	109254005	+	7.00	0.786	9.000000	6.50	5.08e-06	0.98
chr2-2551	chr2	109526722	109526890	+	7.00	0.769	9.000000	9.59	1.62e-07	0.98
chr2-2553	chr2	111490263	111490431	+	7.00	0.647	9.000000	8.24	6.35e-07	0.98
chr2-1501	chr2	112382469	112382637	+	7.00	0.682	13.000000	7.32	1.82e-06	0.88
chr2-2188	chr2	118846378	118846546	+	7.00	0.800	10.000000	6.50	5.08e-06	0.98
chr2-1905	chr2	120233904	120234072	+	7.00	0.737	11.000000	7.14	2.26e-06	0.88
chr2-2191	chr2	120996477	120996645	+	7.00	0.688	10.000000	6.16	8.08e-06	0.88
chr2-1907	chr2	121070825	121070993	+	7.00	0.588	11.000000	6.58	4.61e-06	0.88
chr2-2569	chr2	121726424	121726592	+	7.00	0.833	9.000000	7.80	1.03e-06	0.98
chr2-2570	chr2	121776180	121776348	+	7.00	0.667	9.000000	11.04	4.13e-08	0.98
chr2-2571	chr2	122385149	122385317	+	7.00	0.786	9.000000	14.63	3.10e-09	0.98
chr2-2201	chr2	128384581	128384749	+	7.00	0.714	10.000000	4.72	7.45e-05	0.88
chr2-2588	chr2	129197470	129197638	+	7.00	0.833	9.000000	5.23	3.23e-05	0.98
chr2-2207	chr2	132152235	132152403	+	7.00	0.786	10.000000	15.82	1.49e-09	0.98
chr2-2210	chr2	133110190	133110358	+	7.00	0.588	10.000000	9.00	2.88e-07	0.98
chr2-2212	chr2	144910447	144910615	+	7.00	0.857	10.000000	5.74	1.48e-05	0.88
chr2-2213	chr2	145212582	145212750	+	7.00	0.647	10.000000	6.50	5.08e-06	0.88
chr2-2217	chr2	149634646	149634814	+	7.00	0.667	10.000000	6.36	6.14e-06	0.88
chr2-1926	chr2	153429691	153429859	+	7.00	0.737	11.000000	9.14	2.51e-07	0.98
chr2-1927	chr2	153507685	153507853	+	7.00	0.846	11.000000	7.41	1.63e-06	0.88
chr2-2614	chr2	158038725	158038893	+	7.00	0.824	9.000000	7.50	1.46e-06	1.10
chr2-2220	chr2	158755634	158755802	+	7.00	0.750	10.000000	4.96	4.97e-05	1.10
chr2-2222	chr2	159177821	159177989	+	7.00	0.667	10.000000	4.88	5.70e-05	0.88
chr2-2223	chr2	160654761	160654929	+	7.00	0.833	10.000000	8.36	5.60e-07	0.88
chr2-2225	chr2	163174953	163175121	+	7.00	0.556	10.000000	13.93	4.87e-09	0.88
chr2-2627	chr2	167245117	167245285	+	7.00	0.733	9.000000	7.50	1.46e-06	1.10
chr2-1939	chr2	170218332	170218500	+	7.00	0.786	11.000000	4.92	5.33e-05	0.88
chr2-1941	chr2	170521594	170521762	+	7.00	0.667	11.000000	5.63	1.74e-05	0.88
chr2-2640	chr2	171432859	171433027	+	7.00	0.714	9.000000	10.09	9.35e-08	1.10
chr2-2641	chr2	172091973	172092141	+	7.00	0.688	9.000000	7.41	1.63e-06	0.98
chr2-1946	chr2	172104748	172104916	+	7.00	0.650	11.000000	6.65	4.18e-06	0.98
chr2-2650	chr2	174803817	174803985	+	7.00	0.733	9.000000	8.87	3.30e-07	1.10
chr2-2652	chr2	174886022	174886190	+	7.00	0.733	9.000000	7.23	2.03e-06	0.98
chr2-1953	chr2	176950959	176951127	+	7.00	0.647	11.000000	5.57	1.89e-05	0.88
chr2-1702	chr2	176995283	176995451	+	7.00	0.737	12.000000	5.52	2.04e-05	0.88
chr2-1954	chr2	177039843	177040011	+	7.00	0.722	11.000000	6.23	7.38e-06	0.88
chr2-2666	chr2	178200682	178200850	+	7.00	0.733	9.000000	5.97	1.05e-05	0.98
chr2-1706	chr2	180128877	180129045	+	7.00	0.650	12.000000	6.97	2.79e-06	0.88
chr2-2668	chr2	180129555	180129723	+	7.00	0.700	9.000000	6.89	3.10e-06	0.98
chr2-2669	chr2	180690191	180690359	+	7.00	0.765	9.000000	7.80	1.03e-06	1.10
chr2-2672	chr2	183990827	183990995	+	7.00	0.846	9.000000	4.61	9.03e-05	0.98
chr2-2253	chr2	187558551	187558719	+	7.00	0.867	10.000000	7.91	9.17e-07	0.88
chr2-2676	chr2	190330336	190330504	+	7.00	0.714	9.000000	16.72	8.87e-10	0.98
chr2-2258	chr2	198175541	198175709	+	7.00	0.611	10.000000	11.70	2.43e-08	0.88
chr2-2678	chr2	198299395	198299563	+	7.00	0.714	9.000000	7.32	1.82e-06	0.98
chr2-2259	chr2	198570415	198570583	+	7.00	0.556	10.000000	8.24	6.35e-07	0.88
chr2-1965	chr2	200852378	200852546	+	7.00	0.846	11.000000	17.21	6.75e-10	0.88
chr2-2261	chr2	201659916	201660084	+	7.00	0.923	10.000000	16.72	8.87e-10	0.98
chr2-2262	chr2	201990515	201990683	+	7.00	0.688	10.000000	6.89	3.10e-06	0.88
chr2-2688	chr2	203307696	203307864	+	7.00	0.824	9.000000	16.72	8.87e-10	0.98
chr2-2690	chr2	203776774	203776942	+	7.00	0.688	9.000000	10.27	7.99e-08	1.10
chr2-2267	chr2	205406503	205406671	+	7.00	0.867	10.000000	5.85	1.25e-05	1.10
chr2-2695	chr2	209224452	209224620	+	7.00	0.786	9.000000	11.70	2.43e-08	0.98
chr2-1975	chr2	211036136	211036304	+	7.00	0.923	11.000000	9.92	1.20e-07	0.88
chr2-2700	chr2	216300354	216300522	+	7.00	0.714	9.000000	9.44	1.88e-07	0.98
chr2-2701	chr2	216636933	216637101	+	7.00	0.909	9.000000	11.94	2.02e-08	0.98
chr2-2703	chr2	216972639	216972807	+	7.00	0.846	9.000000	7.50	1.46e-06	0.98
chr2-2274	chr2	217237001	217237169	+	7.00	0.769	10.000000	13.01	9.23e-09	0.88
chr2-2706	chr2	218848367	218848535	+	7.00	0.714	9.000000	10.27	7.99e-08	1.10
chr2-1978	chr2	219082286	219082454	+	7.00	0.600	11.000000	7.23	2.03e-06	0.88
chr2-1726	chr2	219134751	219134919	+	7.00	0.652	12.000000	4.84	6.10e-05	0.88
chr2-2275	chr2	219221797	219221965	+	7.00	0.786	10.000000	10.09	9.35e-08	0.88
chr2-2278	chr2	219826712	219826880	+	7.00	0.714	10.000000	5.91	1.15e-05	0.88
chr2-2708	chr2	219844850	219845018	+	7.00	0.833	9.000000	8.13	7.19e-07	0.98
chr2-1980	chr2	220252430	220252598	+	7.00	0.684	11.000000	4.80	6.53e-05	0.98
chr2-2712	chr2	220589440	220589608	+	7.00	0.769	9.000000	9.92	1.20e-07	1.10
chr2-1983	chr2	223536085	223536253	+	7.00	0.733	11.000000	9.75	1.40e-07	0.88
chr2-2283	chr2	227843714	227843882	+	7.00	0.786	10.000000	9.29	2.17e-07	0.98
chr2-2284	chr2	228185112	228185280	+	7.00	0.812	10.000000	11.70	2.43e-08	0.88
chr2-2285	chr2	231770887	231771055	+	7.00	0.706	10.000000	5.63	1.74e-05	0.98
chr2-2726	chr2	232539569	232539737	+	7.00	0.786	9.000000	5.13	3.74e-05	0.98
chr2-2289	chr2	232765251	232765419	+	7.00	0.706	10.000000	8.61	4.32e-07	0.98
chr2-2730	chr2	233367753	233367921	+	7.00	0.733	9.000000	8.61	4.32e-07	1.10
chr2-2290	chr2	233497726	233497894	+	7.00	0.556	10.000000	8.36	5.60e-07	0.88
chr2-2731	chr2	233718879	233719047	+	7.00	0.714	9.000000	12.19	1.67e-08	1.26
chr2-2293	chr2	236402916	236403084	+	7.00	0.824	10.000000	4.84	6.10e-05	0.88
chr2-1989	chr2	237076999	237077167	+	7.00	0.733	11.000000	6.16	8.08e-06	0.88
chr2-2296	chr2	239007169	239007337	+	7.00	0.688	10.000000	4.68	7.95e-05	0.88
chr2-2297	chr2	239023157	239023325	+	7.00	0.625	10.000000	10.09	9.35e-08	0.88
chr2-2739	chr2	239036044	239036212	+	7.00	0.647	9.000000	4.80	6.53e-05	0.98
chr2-2298	chr2	239069208	239069376	+	7.00	0.650	10.000000	4.84	6.10e-05	0.88
chr2-1994	chr2	240234722	240234890	+	7.00	0.647	11.000000	7.14	2.26e-06	0.88
chr2-2752	chr2	241395140	241395308	+	7.00	0.909	9.000000	5.97	1.05e-05	0.98
chr2-2305	chr2	241519283	241519451	+	7.00	0.917	10.000000	4.72	7.45e-05	0.98
chr2-2307	chr2	241861776	241861944	+	7.00	0.714	10.000000	7.14	2.26e-06	0.88
chr2-2308	chr2	241975986	241976154	+	7.00	0.625	10.000000	7.70	1.16e-06	0.88
chr2-2309	chr2	242157625	242157793	+	7.00	0.909	10.000000	8.87	3.30e-07	0.88
chr2-1752	chr2	242575840	242576008	+	7.00	0.609	12.000000	4.92	5.33e-05	0.88
chr2-2759	chr2	242744365	242744533	+	7.00	0.632	9.000000	6.43	5.59e-06	1.10
chr2-2763	chr2	243030664	243030832	+	7.00	0.786	9.000000	29.26	4.25e-12	0.98
chr3-1437	chr3	4393193	4393361	+	7.00	0.684	11.000000	6.16	8.08e-06	0.88
chr3-1948	chr3	6558651	6558819	+	7.00	0.909	9.000000	5.63	1.74e-05	0.98
chr3-1950	chr3	8810569	8810737	+	7.00	0.846	9.000000	5.57	1.89e-05	0.98
chr3-1957	chr3	9827271	9827439	+	7.00	0.500	9.000000	4.88	5.70e-05	0.98
chr3-1657	chr3	9851655	9851823	+	7.00	0.667	10.000000	4.84	6.10e-05	0.98
chr3-1963	chr3	9988192	9988360	+	7.00	0.688	9.000000	4.64	8.48e-05	0.98
chr3-1659	chr3	10149724	10149892	+	7.00	0.750	10.000000	8.24	6.35e-07	0.88
chr3-1662	chr3	10247814	10247982	+	7.00	0.611	10.000000	6.29	6.74e-06	0.98
chr3-1969	chr3	10387800	10387968	+	7.00	0.550	9.000000	4.61	9.03e-05	0.98
chr3-1460	chr3	10398283	10398451	+	7.00	0.700	11.000000	5.63	1.74e-05	0.88
chr3-1665	chr3	10636605	10636773	+	7.00	0.737	10.000000	9.75	1.40e-07	0.98
chr3-1974	chr3	11608450	11608618	+	7.00	0.769	9.000000	5.05	4.32e-05	0.98
chr3-1668	chr3	11684770	11684938	+	7.00	0.909	10.000000	5.00	4.63e-05	0.88
chr3-1976	chr3	12625960	12626128	+	7.00	0.769	9.000000	5.23	3.23e-05	0.98
chr3-1465	chr3	12857319	12857487	+	7.00	0.611	11.000000	5.00	4.63e-05	0.88
chr3-1674	chr3	12926931	12927099	+	7.00	0.917	10.000000	5.32	2.78e-05	0.88
chr3-1688	chr3	13359195	13359363	+	7.00	0.706	10.000000	4.76	6.97e-05	0.98
chr3-1689	chr3	13432303	13432471	+	7.00	0.909	10.000000	5.57	1.89e-05	0.88
chr3-1997	chr3	13442213	13442381	+	7.00	0.786	9.000000	5.13	3.74e-05	0.98
chr3-1471	chr3	13537799	13537967	+	7.00	0.667	11.000000	4.57	9.62e-05	0.98
chr3-1472	chr3	13598600	13598768	+	7.00	0.812	11.000000	5.37	2.58e-05	0.98
chr3-1474	chr3	13974425	13974593	+	7.00	0.722	11.000000	9.29	2.17e-07	0.88
chr3-2028	chr3	14599745	14599913	+	7.00	0.833	9.000000	6.89	3.10e-06	0.98
chr3-1483	chr3	14889491	14889659	+	7.00	0.833	11.000000	5.79	1.36e-05	0.98
chr3-1707	chr3	15327572	15327740	+	7.00	0.800	10.000000	6.16	8.08e-06	0.98
chr3-1710	chr3	15839226	15839394	+	7.00	0.778	10.000000	5.57	1.89e-05	0.98
chr3-1711	chr3	16925558	16925726	+	7.00	0.722	10.000000	6.29	6.74e-06	0.98
chr3-1716	chr3	19972745	19972913	+	7.00	0.625	10.000000	5.68	1.60e-05	0.88
chr3-1490	chr3	20056128	20056296	+	7.00	0.778	11.000000	6.10	8.84e-06	0.88
chr3-1717	chr3	20057087	20057255	+	7.00	0.917	10.000000	5.97	1.05e-05	0.88
chr3-2038	chr3	20122738	20122906	+	7.00	0.750	9.000000	6.50	5.08e-06	0.98
chr3-1495	chr3	32433654	32433822	+	7.00	0.500	11.000000	9.29	2.17e-07	0.88
chr3-1724	chr3	32559298	32559466	+	7.00	0.875	10.000000	10.45	6.81e-08	0.88
chr3-2048	chr3	33413770	33413938	+	7.00	0.556	9.000000	10.09	9.35e-08	0.98
chr3-2052	chr3	33817030	33817198	+	7.00	0.647	9.000000	6.89	3.10e-06	0.98
chr3-2057	chr3	37014787	37014955	+	7.00	0.786	9.000000	5.05	4.32e-05	0.98
chr3-1497	chr3	37185460	37185628	+	7.00	0.917	11.000000	8.24	6.35e-07	0.88
chr3-2058	chr3	37587118	37587286	+	7.00	0.733	9.000000	7.91	9.17e-07	1.10
chr3-2065	chr3	38524633	38524801	+	7.00	0.833	9.000000	5.37	2.58e-05	0.98
chr3-1731	chr3	38590185	38590353	+	7.00	0.714	10.000000	6.97	2.79e-06	0.88
chr3-1733	chr3	38700516	38700684	+	7.00	0.857	10.000000	11.25	3.48e-08	0.98
chr3-2068	chr3	39178095	39178263	+	7.00	0.846	9.000000	4.68	7.95e-05	1.10
chr3-1735	chr3	39489371	39489539	+	7.00	0.786	10.000000	12.45	1.38e-08	0.88
chr3-1739	chr3	42201643	42201811	+	7.00	0.875	10.000000	6.81	3.43e-06	0.98
chr3-1512	chr3	44470545	44470713	+	7.00	0.667	11.000000	5.85	1.25e-05	0.98
chr3-1515	chr3	45107768	45107936	+	7.00	0.882	11.000000	4.92	5.33e-05	0.98
chr3-1516	chr3	45225398	45225566	+	7.00	0.750	11.000000	6.23	7.38e-06	0.88
chr3-2102	chr3	46435129	46435297	+	7.00	0.846	9.000000	8.73	3.78e-07	1.10
chr3-1752	chr3	46540817	46540985	+	7.00	0.706	10.000000	4.96	4.97e-05	0.98
chr3-1755	chr3	46607857	46608025	+	7.00	0.722	10.000000	8.73	3.78e-07	0.98
chr3-2107	chr3	46792150	46792318	+	7.00	0.647	9.000000	7.80	1.03e-06	0.98
chr3-1765	chr3	47397574	47397742	+	7.00	0.706	10.000000	7.80	1.03e-06	0.98
chr3-2118	chr3	47469506	47469674	+	7.00	0.688	9.000000	5.32	2.78e-05	0.98
chr3-2119	chr3	47472211	47472379	+	7.00	0.833	9.000000	7.41	1.63e-06	0.98
chr3-1767	chr3	47562579	47562747	+	7.00	0.786	10.000000	7.05	2.52e-06	0.98
chr3-2122	chr3	47764502	47764670	+	7.00	0.867	9.000000	7.70	1.16e-06	1.10
chr3-1770	chr3	48470304	48470472	+	7.00	0.786	10.000000	4.72	7.45e-05	0.98
chr3-1772	chr3	48508221	48508389	+	7.00	0.562	10.000000	5.47	2.21e-05	0.88
chr3-1774	chr3	48541761	48541929	+	7.00	0.667	10.000000	6.36	6.14e-06	0.88
chr3-1779	chr3	48973041	48973209	+	7.00	0.769	10.000000	18.88	2.82e-10	0.88
chr3-1782	chr3	49396010	49396178	+	7.00	0.643	10.000000	9.59	1.62e-07	0.88
chr3-1538	chr3	49727035	49727203	+	7.00	0.565	11.000000	18.88	2.82e-10	0.88
chr3-2131	chr3	49751135	49751303	+	7.00	0.688	9.000000	5.37	2.58e-05	0.98
chr3-1539	chr3	49949141	49949309	+	7.00	0.647	11.000000	7.05	2.52e-06	0.88
chr3-1785	chr3	50396380	50396548	+	7.00	0.706	10.000000	5.23	3.23e-05	0.98
chr3-1541	chr3	50628045	50628213	+	7.00	0.684	11.000000	5.52	2.04e-05	0.88
chr3-1789	chr3	52224268	52224436	+	7.00	0.833	10.000000	5.79	1.36e-05	0.98
chr3-2142	chr3	52262378	52262546	+	7.00	0.688	9.000000	5.23	3.23e-05	0.98
chr3-1791	chr3	52279339	52279507	+	7.00	0.722	10.000000	4.84	6.10e-05	0.98
chr3-1792	chr3	52311598	52311766	+	7.00	0.722	10.000000	4.68	7.95e-05	0.98
chr3-1795	chr3	52516306	52516474	+	7.00	0.765	10.000000	6.23	7.38e-06	0.98
chr3-2145	chr3	53195189	53195357	+	7.00	0.765	9.000000	6.29	6.74e-06	1.10
chr3-1548	chr3	53230067	53230235	+	7.00	0.765	11.000000	7.70	1.16e-06	0.88
chr3-1350	chr3	56717391	56717559	+	7.00	0.636	12.000000	6.97	2.79e-06	0.88
chr3-1351	chr3	56835913	56836081	+	7.00	0.579	12.000000	14.27	3.89e-09	0.88
chr3-2149	chr3	57937261	57937429	+	7.00	0.833	9.000000	8.48	4.92e-07	0.98
chr3-2150	chr3	57988809	57988977	+	7.00	0.688	9.000000	9.75	1.40e-07	0.98
chr3-2152	chr3	59863019	59863187	+	7.00	0.786	9.000000	25.45	1.63e-11	1.10
chr3-1801	chr3	61235838	61236006	+	7.00	0.812	10.000000	8.87	3.30e-07	0.98
chr3-2154	chr3	63849120	63849288	+	7.00	0.647	9.000000	8.36	5.60e-07	0.98
chr3-1556	chr3	65016564	65016732	+	7.00	0.733	11.000000	13.30	7.50e-09	0.88
chr3-2156	chr3	67062270	67062438	+	7.00	0.846	9.000000	14.27	3.89e-09	0.98
chr3-2157	chr3	69861203	69861371	+	7.00	0.786	9.000000	8.73	3.78e-07	1.10
chr3-2161	chr3	72321491	72321659	+	7.00	0.800	9.000000	7.50	1.46e-06	1.26
chr3-1807	chr3	72367932	72368100	+	7.00	0.706	10.000000	5.47	2.21e-05	0.98
chr3-2166	chr3	90490717	90490885	+	7.00	0.667	9.000000	18.29	3.81e-10	0.98
chr3-1217	chr3	98619819	98619987	+	7.00	0.609	13.000000	6.03	9.65e-06	0.88
chr3-1370	chr3	99536538	99536706	+	7.00	0.650	12.000000	8.48	4.92e-07	0.88
chr3-1819	chr3	100865955	100866123	+	7.00	0.929	10.000000	6.50	5.08e-06	0.88
chr3-1820	chr3	101232088	101232256	+	7.00	0.700	10.000000	7.80	1.03e-06	0.98
chr3-2171	chr3	101360483	101360651	+	7.00	0.857	9.000000	7.91	9.17e-07	1.10
chr3-1373	chr3	107724991	107725159	+	7.00	0.652	12.000000	12.72	1.13e-08	0.88
chr3-1375	chr3	118753168	118753336	+	7.00	0.722	12.000000	7.70	1.16e-06	0.88
chr3-2182	chr3	119357759	119357927	+	7.00	0.588	9.000000	6.81	3.43e-06	0.98
chr3-1567	chr3	120315282	120315450	+	7.00	0.684	11.000000	8.13	7.19e-07	0.88
chr3-2185	chr3	123167050	123167218	+	7.00	0.550	9.000000	10.27	7.99e-08	0.98
chr3-1568	chr3	123679994	123680162	+	7.00	0.800	11.000000	15.82	1.49e-09	0.88
chr3-2190	chr3	124531902	124532070	+	7.00	0.688	9.000000	9.00	2.88e-07	0.98
chr3-1569	chr3	124595493	124595661	+	7.00	0.765	11.000000	6.03	9.65e-06	0.88
chr3-2192	chr3	125635527	125635695	+	7.00	0.667	9.000000	26.60	1.07e-11	0.98
chr3-1570	chr3	125709188	125709356	+	7.00	0.800	11.000000	24.38	2.46e-11	0.88
chr3-2194	chr3	126398077	126398245	+	7.00	0.733	9.000000	10.45	6.81e-08	0.98
chr3-1571	chr3	127174525	127174693	+	7.00	0.789	11.000000	9.59	1.62e-07	0.88
chr3-1831	chr3	127263087	127263255	+	7.00	0.786	10.000000	7.70	1.16e-06	0.88
chr3-2199	chr3	127416691	127416859	+	7.00	0.786	9.000000	6.73	3.79e-06	1.10
chr3-2201	chr3	128175971	128176139	+	7.00	0.667	9.000000	5.52	2.04e-05	0.98
chr3-2203	chr3	128251950	128252118	+	7.00	0.867	9.000000	10.84	4.90e-08	1.10
chr3-1578	chr3	129132739	129132907	+	7.00	0.765	11.000000	9.59	1.62e-07	0.88
chr3-1850	chr3	130465439	130465607	+	7.00	0.750	10.000000	10.84	4.90e-08	0.98
chr3-1581	chr3	132440749	132440917	+	7.00	0.706	11.000000	9.00	2.88e-07	0.88
chr3-1582	chr3	133292429	133292597	+	7.00	0.478	11.000000	5.27	3.00e-05	0.88
chr3-1851	chr3	133467247	133467415	+	7.00	0.600	10.000000	11.70	2.43e-08	0.88
chr3-1583	chr3	133611480	133611648	+	7.00	0.917	11.000000	7.14	2.26e-06	0.88
chr3-1586	chr3	135684908	135685076	+	7.00	0.650	11.000000	7.70	1.16e-06	0.88
chr3-2212	chr3	136296631	136296799	+	7.00	0.769	9.000000	13.61	6.06e-09	0.98
chr3-1393	chr3	138368044	138368212	+	7.00	0.733	12.000000	10.84	4.90e-08	0.88
chr3-2217	chr3	139036965	139037133	+	7.00	0.684	9.000000	5.91	1.15e-05	0.98
chr3-2220	chr3	140998320	140998488	+	7.00	0.786	9.000000	7.70	1.16e-06	0.98
chr3-2225	chr3	141367331	141367499	+	7.00	0.917	9.000000	7.91	9.17e-07	1.10
chr3-1855	chr3	141668294	141668462	+	7.00	0.786	10.000000	6.65	4.18e-06	0.88
chr3-2233	chr3	148836586	148836754	+	7.00	0.833	9.000000	14.27	3.89e-09	0.98
chr3-2235	chr3	148897913	148898081	+	7.00	0.667	9.000000	9.44	1.88e-07	0.98
chr3-2236	chr3	150094231	150094399	+	7.00	0.812	9.000000	8.36	5.60e-07	1.10
chr3-1860	chr3	151392025	151392193	+	7.00	0.786	10.000000	11.94	2.02e-08	0.88
chr3-2248	chr3	152016871	152017039	+	7.00	0.706	9.000000	5.91	1.15e-05	0.98
chr3-2250	chr3	152191570	152191738	+	7.00	0.833	9.000000	7.32	1.82e-06	0.98
chr3-2251	chr3	152508912	152509080	+	7.00	0.909	9.000000	11.04	4.13e-08	0.98
chr3-1247	chr3	154042209	154042377	+	7.00	0.607	13.000000	6.97	2.79e-06	0.88
chr3-1598	chr3	154797767	154797935	+	7.00	0.647	11.000000	9.59	1.62e-07	0.88
chr3-2256	chr3	156297372	156297540	+	7.00	0.923	9.000000	8.36	5.60e-07	1.10
chr3-1600	chr3	156846195	156846363	+	7.00	0.765	11.000000	4.68	7.95e-05	0.88
chr3-1601	chr3	156847987	156848155	+	7.00	0.611	11.000000	4.61	9.03e-05	0.88
chr3-2264	chr3	160111519	160111687	+	7.00	0.833	9.000000	8.87	3.30e-07	0.98
chr3-1873	chr3	170901044	170901212	+	7.00	0.857	10.000000	7.70	1.16e-06	0.88
chr3-1874	chr3	171064703	171064871	+	7.00	0.600	10.000000	9.59	1.62e-07	0.88
chr3-1604	chr3	171125603	171125771	+	7.00	0.923	11.000000	7.80	1.03e-06	0.88
chr3-1606	chr3	171794067	171794235	+	7.00	0.800	11.000000	7.50	1.46e-06	0.98
chr3-1879	chr3	177018163	177018331	+	7.00	0.846	10.000000	16.72	8.87e-10	0.98
chr3-1881	chr3	181413321	181413489	+	7.00	0.714	10.000000	10.09	9.35e-08	0.88
chr3-1611	chr3	181438151	181438319	+	7.00	0.611	11.000000	9.44	1.88e-07	0.88
chr3-1612	chr3	182400102	182400270	+	7.00	0.733	11.000000	8.61	4.32e-07	0.98
chr3-2278	chr3	182880467	182880635	+	7.00	0.632	9.000000	7.70	1.16e-06	0.98
chr3-1884	chr3	183278631	183278799	+	7.00	0.588	10.000000	7.91	9.17e-07	0.88
chr3-1885	chr3	183622019	183622187	+	7.00	0.591	10.000000	9.00	2.88e-07	0.98
chr3-1888	chr3	184072052	184072220	+	7.00	0.773	10.000000	6.03	9.65e-06	0.98
chr3-1891	chr3	184530460	184530628	+	7.00	0.647	10.000000	4.92	5.33e-05	0.88
chr3-2294	chr3	184870608	184870776	+	7.00	0.579	9.000000	8.87	3.30e-07	0.98
chr3-2295	chr3	185255332	185255500	+	7.00	0.909	9.000000	14.27	3.89e-09	0.98
chr3-1893	chr3	185529639	185529807	+	7.00	0.579	10.000000	6.03	9.65e-06	0.88
chr3-1619	chr3	185661323	185661491	+	7.00	0.667	11.000000	11.70	2.43e-08	0.88
chr3-2305	chr3	187437818	187437986	+	7.00	0.917	9.000000	10.09	9.35e-08	0.98
chr3-2306	chr3	187529751	187529919	+	7.00	0.769	9.000000	18.29	3.81e-10	0.98
